Makespan,Energy,Reliability
1649.8257604757578,1063247.6017514227,-134.74884245310238
1489.1627013126983,915246.8777529234,-178.9360597005771
1601.0833362333333,1018535.7614934176,-148.90578208152954
1512.5306666806637,936784.8864480891,-158.92735200216438
1499.4711428711396,924842.064677822,-163.98428617604623
1574.6370880370853,993911.9739269962,-154.39799148629157
1656.8888917888892,1069760.5903207087,-139.4244431926407
1489.1627013126983,915254.2376984068,-184.08668013708507
1492.730522380519,918608.4690927066,-179.1039557142856
1614.1933650933622,1030468.0854022994,-154.1815727633478
1616.604079379076,1032388.2789173241,-149.17852819264064
1561.8055584555557,982184.5179716536,-163.8532361219336
1523.968076493073,947448.8457121149,-163.8883708189033
1512.7656955406924,937000.9169030747,-164.27971843073593
1509.193365093362,933710.535828486,-169.13278739898988
1499.4711428711396,924918.8002956972,-179.02378756493508
1499.4711428711396,924931.4167816422,-174.08340677128425
1501.6057027556992,926931.54911486,-174.04808248557
1610.063855713853,1026467.9209309358,-154.45787097041847
1575.7777806777783,994907.9990287897,-159.3655962085137
1499.1627013126981,924286.0511290054,-194.24485870490614
1645.0894689894658,1058867.1118438104,-149.24068125180375
1596.7979826979797,1014325.4335583092,-159.4814037842713
1586.8342381092352,1004938.8058870757,-159.56382776695528
1554.8311717311683,975927.6083341388,-163.8973127561327
1501.6057027556992,926926.5112402568,-174.15820113636366
1516.7362943862913,940833.4176464874,-169.08166530303032
1541.300507950505,963331.7177908311,-164.42742811688308
1509.193365093362,933787.73364288,-169.30045974747475
1509.193365093362,933756.6680597991,-174.1501522005772
