Makespan,Energy,Reliability
1519.5193030442997,942509.8220596077,-158.85733229076482
1517.7548730298695,940957.4287056141,-198.67080652958154
1519.5193030442997,942507.9706984967,-158.9068100685426
1513.8127734627706,937371.931697043,-203.90008737373734
1518.2312438812405,941587.6530143082,-183.6762048232322
1523.0764819764788,945836.3665120753,-138.63637087662337
1522.5638557138523,945362.0861602174,-178.84255422077916
1575.5396854396822,994200.2983322989,-143.82102691919195
1550.9556306056274,971421.7249571944,-158.877463001443
1523.0764819764788,945870.6748835868,-168.68680685425682
1559.4146854396822,979226.1290162274,-158.76565610750364
1580.0108254108222,998258.2848712781,-153.75422648268395
1588.089649364646,1005982.0113058991,-153.6135316702742
1647.3284661034631,1060320.643086762,-143.97380543650792
1581.7689422939393,999720.7842289117,-153.7068761435786
1612.9437258437229,1028765.1893662025,-148.86159224025974
1592.6711789461756,1010034.3796985976,-148.97221804473304
1552.2527085277054,972712.3934495935,-158.9749465764791
1538.8997142997114,960390.500364002,-174.07799129509382
1546.677492077489,967719.4207275336,-168.90325467532466
1548.3237763487732,969356.4737007334,-168.71780570346314
1538.8997142997114,960546.3550766245,-168.95264735209238
1546.677492077489,967720.3229062638,-168.89574356421355
1530.3369437369406,952513.1523898316,-179.04241794372294
1538.8997142997114,960345.449099911,-178.92015974747474
1523.5207460457427,946592.262350434,-188.7836633189032
1565.0328311828275,984636.9970275403,-158.90045297258288
1649.9834083834053,1062790.8560178943,-148.9263694733045
1528.8997142997114,951525.9097349147,-193.93935128066374
1555.3019509519477,976025.3173788358,-173.52029531024527
