Makespan,Energy,Reliability
1507.5032496532463,931813.0467166712,-174.08464163059156
1520.4177518177485,943560.6140073925,-163.99152571428564
1541.1567489317458,962840.5520619744,-154.05158916666667
1516.5892886142851,940155.7884191785,-174.0931185714285
1534.5238124238094,956605.4868574255,-169.05807523809514
1534.5238124238094,956551.8965937458,-169.19347166666662
1534.5238124238094,956600.1907440993,-169.17977579365075
1527.441561341558,950345.3718326705,-173.97975400793652
1538.0478023227988,959946.8081313211,-164.09944486652233
1545.3962871712836,966652.9888387525,-154.25945437229427
1543.0478023227988,964547.5939301956,-159.08997555916307
1516.5892886142851,940156.001137353,-174.1306558730158
1536.7844545594512,958683.298639633,-174.06868912698408
1541.6069653819625,963227.8451316138,-169.2877544624819
1541.6069653819625,963201.3061009103,-169.32515950577195
1640.8364026113998,1054640.499562541,-154.47905878427127
1570.9484155984123,990086.5304280204,-159.233051031746
1559.773451673449,980055.9059887173,-164.0630849603174
1553.462484862482,974427.054492476,-169.01008861111106
1547.6369076619048,968867.1279669206,-169.26395099206354
1548.0478023227988,969051.5681365592,-169.05962962842705
1524.332253982251,947248.5669163432,-179.14293023809523
1693.3950245450224,1103029.0080566902,-159.19929209956703
1610.7736320486297,1027140.6053093958,-159.23651314213566
1574.4209985709954,993609.1267721943,-164.12694281746036
1608.9798008797984,1025204.0539194605,-159.46805843434342
1565.748199148196,985415.9311920898,-164.28784194083687
1527.7169942419912,950259.6510334535,-179.06347178571423
1541.2510851510815,962703.622307735,-174.34701799062046
1549.633660908658,970358.3582475986,-169.39151519480518
