Makespan,Energy,Reliability
1529.0524920774883,951497.5736991166,-153.65503831890328
1459.6998585998556,887536.3138271512,-183.44341895021645
1533.7902265652233,955810.7214638105,-153.44400739898995
1465.7175353675325,893495.7391010185,-168.2724371861472
1446.0043319043289,874834.1194314151,-188.22394428932174
1465.971864371861,893312.8026544456,-183.50448493867242
1555.622297272294,976072.7194231575,-163.2290344191919
1631.49044301544,1045944.796842061,-158.7497234343434
1478.079367979365,904609.1414087603,-178.256759978355
1469.7532496532467,896994.045141365,-178.2672318831169
1516.7969004468973,940228.0543186989,-168.52345053751804
1483.3690505190475,909461.9729198605,-173.1604534307359
1453.5158759158726,882071.2456321942,-193.26589378787878
1453.5158759158726,882090.4181204916,-188.3890520598845
1614.462124112121,1030548.9241106829,-163.3410867424242
1458.9642886142856,886891.9502716607,-213.62224832972575
1458.9642886142856,886875.79834437,-218.68888770923513
1564.8809552809523,984639.8995538576,-168.75502009379505
1581.2500029,999791.6580974904,-168.54390403679653
1488.9265902015868,914488.775393493,-178.29026069264066
1527.4413809663772,950256.974836595,-173.2536387445888
1469.7889639389605,896979.8071079663,-188.35082188311682
1613.0331919331888,1029065.944099056,-163.6711382142857
1458.9642886142856,886971.6543499723,-208.5397851695526
1500.355161630158,925250.6111935432,-173.4827584343434
1459.038963938961,887061.7235432407,-188.57436246392496
1511.073776348773,935076.2007824468,-173.40328519119765
1527.1011933761902,949962.0188060688,-173.30985695165938
1459.0909119909086,887131.1135528617,-188.42178812409807
1459.038963938961,887089.1872901671,-188.54730983405483
