Makespan,Energy,Reliability
1526.4751111251078,949196.0134794813,-158.44397115800857
1484.7967200717167,910701.2320456901,-168.4021758549783
1442.6825425825396,872088.345804395,-172.8442771608947
1442.6825425825396,871859.0281755964,-178.12574929292933
1425.7853564353536,856218.913960409,-187.99899680735925
1442.6825425825396,871958.0844398207,-173.0016717784992
1472.6657676907646,899530.4704172774,-168.40865300144304
1447.0407676907644,876049.6805805203,-173.00015597041852
1442.6825425825396,871876.4349319455,-183.18896241341992
1437.7133867383836,867212.1172593841,-188.20543638167385
1433.8333362333333,863956.1408256505,-208.64231641774882
1442.6825425825396,871875.6270831396,-188.0119957756132
1432.2967200717167,862377.3215316389,-213.05196935425678
1429.992968267965,860001.9650539836,-218.41874637445886
1441.6982352232321,871040.8088190451,-188.01716426406927
1429.510825410822,859811.0452712275,-228.0133746284271
1442.6825425825396,871980.9786473172,-177.9005249963925
1442.6825425825396,871973.9712500192,-182.97042322510822
1498.4873766373735,923642.8819139298,-168.48502855339098
1638.3838412838384,1052532.6235990562,-168.45536291125538
1429.992968267965,860053.8874727282,-223.4878352813853
1542.1444834194806,963585.5260813361,-168.52415448773442
1494.1731630731601,919327.1641457118,-173.4362778391053
1442.6825425825396,872012.7331048748,-178.0006878823954
1506.2023838523808,930645.524305387,-168.6919898629148
1438.8313521063487,868087.3708669959,-193.06863652958145
1437.7133867383836,867359.9594746223,-208.6859006890332
1442.6825425825396,871852.9570141064,-188.083128044733
1435.0133506633472,864949.6134495317,-213.35967569985564
1433.8333362333333,863992.5901121078,-218.46486120490624
