Makespan,Energy,Reliability
738.3531775031744,220133.42783810716,-55.613977795815295
718.405847055844,201697.38252887197,-70.59286648629147
740.3881702881672,221966.34094225222,-50.61620304834055
718.405847055844,201686.55160261295,-75.60089244227994
720.054836954834,203244.13780518153,-60.56388944805194
719.6062438812409,202816.01310781142,-65.61667283549782
718.405847055844,201697.96952804943,-75.58050463564209
754.7631702881672,235211.43952679407,-55.64556098484848
751.7512655262625,232450.42610859065,-55.65674074675325
742.4733073733042,223849.1000770213,-55.673989953102435
722.2788629288598,205284.1671549578,-60.57686560245309
739.2215036215006,220928.17110243623,-60.57602144660895
721.9525642275612,204975.55601763466,-70.62702438672437
718.405847055844,201698.48875454656,-75.6029145021645
802.4675353675325,279161.3395427611,-55.65114274891774
759.4574343574313,239505.60737670748,-55.656651461038955
744.8055584555553,226067.27633240735,-55.694974675324666
744.8055584555553,226048.8621606721,-55.723580230880216
723.1132785132754,206060.93641145495,-65.56447725468972
726.1857893357862,208878.02292616636,-60.60774025974027
723.0418499418469,205967.54582039436,-70.58625863997115
726.7124848624818,209376.70182883952,-60.60406365440115
723.0418499418469,205959.12386454298,-70.61008896103897
733.1679321929291,215340.13314792683,-60.58321843434344
723.6984155984126,206569.03069108338,-60.618704419191914
718.405847055844,201719.06282314326,-90.57337631673877
763.9484155984126,243720.350742328,-55.66498071789322
740.5288629288598,222129.4086318157,-60.59654962121212
718.7967200717169,202070.5430795646,-75.60786937229435
727.554836954834,210149.85365224502,-65.53551881313126
