Makespan,Energy,Reliability
1433.8329754829724,864266.1161466318,-168.16737704545451
1449.709238109235,878904.6417515451,-158.61806221500717
1434.5836969836937,865089.6842203978,-163.40555351370838
1419.4170303170272,851005.2640395681,-178.27619941919184
1420.0528528278496,851629.9623405781,-173.3971067207792
1423.9345267095234,855233.7734265883,-168.41620161616154
1488.1861500861469,914326.3458529122,-153.7272175974027
1610.8582280082248,1027574.9605763395,-153.55768787157285
1485.3650822650793,911934.7630460112,-158.4385947835497
1419.4170303170272,851031.461976877,-178.25933588744584
1454.309887459884,883248.0145563717,-158.5552544336219
1411.670818195815,843774.4205667794,-188.27001969696965
1447.4805223805192,877066.7430667181,-168.24149489538232
1423.9345267095234,855255.6233203833,-168.5294706673881
1527.1740649490616,950336.3441314657,-158.22349180735932
1511.9460707210674,936429.6621854807,-158.37389462481963
1620.1432207932178,1036055.040704424,-153.7837593145743
1419.4170303170272,851136.6805485364,-183.1682180699855
1466.852095252092,894769.123140362,-158.574488008658
1419.4170303170272,850980.8040357514,-193.25173117965363
1452.187232337229,881045.7272223315,-168.48839661976913
1450.155666680663,879289.9781020496,-168.51827814935064
1450.0804502304468,879191.3833596581,-173.18556143939392
1428.4541876041849,859472.2857156472,-173.2769094805195
1420.0528528278496,851808.3468247484,-183.22566089466085
1468.3986320486288,896150.251691819,-168.25738769841266
1472.5104646604616,899994.6559341137,-163.42833752886003
1502.2985238235206,927418.416148493,-163.3192958838384
1540.648632048629,962538.9067830242,-158.6084962770563
1426.4559913559883,857618.397189857,-188.15812354617597
