Makespan,Energy,Reliability
1676.7696637946613,1087729.3159488903,-148.9409774170274
1487.9166695666663,913714.2718016101,-178.6068038347763
1477.251626276623,903879.8094554266,-213.57663460678197
1503.3562438812405,927913.5736267901,-158.5591761724386
1677.0654790904764,1087945.5069868125,-154.01605995310243
1498.4040433040404,923651.4493382085,-178.87361229437224
1496.0941587441557,921295.2378876237,-209.0195010353534
1496.4980187730152,921540.8700034388,-198.77677055194798
1569.3943030442997,988921.8650677499,-159.01253306637798
1591.222225122222,1008660.5725074686,-158.91920089105332
1534.7671385421354,956845.0355735581,-168.85423042929284
1509.885645035642,933911.6714838468,-178.51437726190466
1515.135645035642,938956.1088303259,-169.06146965728706
1553.5768427268397,974307.2530625445,-163.68418548701285
1499.885645035642,924777.4681984934,-183.5180477669552
1504.3324343574313,928842.9966344419,-183.4931966919191
1496.4980187730152,921658.0196794705,-198.8251132106781
1671.59127274127,1082972.3597288288,-159.00552602453104
1548.0238124238092,969163.3428723603,-168.90746730519473
1510.0193030442997,934183.0550969343,-178.74234455266955
1516.4035021784994,940134.2319971117,-174.07604941919183
1516.735933635931,940253.9199722057,-173.66792007936505
1638.3679682679654,1052375.6856522996,-164.29063116522363
1626.685969710967,1041932.4482251494,-168.86829102453092
1499.885645035642,924815.2702014623,-193.68527262265505
1499.885645035642,924781.0401264803,-198.58657929292917
1709.41342281342,1117985.3388384609,-164.17579485209228
1621.23557288557,1036677.8549820072,-168.92108235209236
1574.583336233333,993615.1760621294,-168.9438342243866
1504.8504718754689,929547.8244724435,-188.71489993145738
