Makespan,Energy,Reliability
1518.6847070847043,942202.154322321,-203.6920525793651
1575.788963938961,994997.9353113937,-174.46081144300143
1627.8297287297262,1042898.13739305,-159.09151787878784
1595.3344184844157,1013050.9037001384,-159.0948701767676
1518.6847070847043,942321.0031135151,-184.01337351731598
1563.0842381092352,983266.032804655,-178.88714176767667
1518.6847070847043,942255.6055975303,-198.76482711038966
1549.0180404180376,970093.7374351348,-179.17033432178926
1543.696611846609,965335.6722465452,-183.9665261904762
1591.979440129437,1009788.2437243842,-174.03530330086576
1595.3344184844157,1013077.5296324652,-159.32264517676762
1532.8326147326118,955180.9865210871,-188.94253547619044
1589.6942669692637,1007746.3810546547,-179.28885751082254
1582.5432929432898,1000718.80775069,-184.38676280663776
1549.707614732612,970641.4622970216,-188.91150364357864
1595.207253982251,1012660.3393564802,-174.54195642135642
1595.207253982251,1012729.6625005278,-174.51248239538236
1700.4850317600285,1109780.604173082,-159.5619671536796
1539.1832640832608,961180.0484638177,-194.09368373015872
1642.7721890471855,1056474.7321768515,-159.7046951190476
1607.010284285281,1023296.2611336011,-164.43307507936507
1595.207253982251,1012642.0147342074,-184.6403703823954
1603.0001832751805,1019981.1801535981,-174.25209539321793
1549.0180404180376,970126.663506513,-194.09297333333333
1581.3048369548342,1000113.6126770684,-189.1576931890332
1606.4238845738817,1023079.5257375445,-173.90408998556998
1559.0180404180376,979294.4331433563,-189.3781228860029
1560.7905873155844,980927.1184025842,-189.21822038239537
1591.6212150212125,1009299.7604715168,-189.0216860714286
1587.3975497975464,1005637.1352859027,-189.06229139610386
