Makespan,Energy,Reliability
734.0772034772004,216146.19265000476,-50.64872608225109
732.3939422939393,214607.15626942035,-65.61452772366523
733.9614026113995,216053.4736983164,-65.6130966991342
741.8383867383836,223323.23572192757,-40.67511982323233
730.2532496532466,212646.55626948524,-75.64412366522366
727.445709970707,210027.93291142254,-80.6550529761905
730.2532496532466,212634.22500482795,-75.65310595238097
731.0992092492062,213409.49325102204,-75.59792168109668
735.2153708653677,217183.935849175,-45.62975544733046
731.0992092492062,213406.67984996503,-75.60919583333332
731.0992092492062,213404.66408822263,-75.61436964285716
734.0772034772004,216150.2097486447,-55.65457588383839
734.0772034772004,216147.14438049175,-55.67458858225109
733.238098138095,215383.4258202753,-70.60807777777777
778.1839855839826,256718.0108119636,-40.742977453102434
728.2797648047617,210799.79928538352,-85.6236669011544
740.6915613415582,222247.1648221476,-50.62420797258299
732.3492092492062,214548.6802953258,-75.6263479076479
731.4742092492062,213739.2442303222,-75.67239929653681
730.2532496532466,212606.19185516704,-85.66917599206351
771.5735959735931,250734.35354355472,-50.64246197691196
740.8286464786433,222384.28530797374,-50.646143290043305
738.1280692780662,219873.37130198884,-60.60698876262626
733.6170663920633,215729.03365616276,-75.66302573953826
734.5595267095237,216576.97501086336,-65.61864062049062
731.4742092492062,213743.57319536546,-80.67914875541126
732.1778528278497,214378.10841935177,-75.68123813131315
735.9675353675323,217902.8322576959,-65.60172824675323
730.2532496532466,212637.92930410645,-85.6328516955267
732.0714314714284,214314.97615805667,-80.65449985569984
