Makespan,Energy,Reliability
1691.2400822650798,1101454.2409960406,-153.8663510642135
1505.4219004468973,930342.7873660291,-168.60742189754694
1528.7552337802306,951801.2151460111,-158.6707023268398
1487.3456017455983,913574.8669925875,-168.88706930014425
1463.2483795233761,891471.1744318333,-173.73632736652235
1505.4219004468973,930282.3197360111,-168.77470387445882
1505.4219004468973,930351.3139213827,-168.61647192279943
1530.8050173300142,953712.4192801164,-163.87567216089468
1587.8217922217889,1006293.4203182837,-159.00251466450214
1463.674064949062,891870.7851556073,-178.6145952633477
1505.2027446027412,930133.0607726775,-173.84291525974018
1528.7552337802306,951567.990383457,-168.68258897186143
1528.1893968393936,950967.1694438104,-168.73396305194802
1562.494952394949,982753.1433086372,-168.62296917027416
1576.1785743285716,995242.2866416645,-164.0799347330447
1591.2400822650795,1009129.3968291176,-159.08180040043285
1471.430017330014,898823.5131705024,-198.7457513528138
1487.3456017455983,913336.5782698963,-179.00323748917745
1486.5817128567096,912700.881859063,-193.8529824639249
1495.8066407066378,921294.8471836521,-178.71271194805192
1513.4522034771999,937417.9867516133,-174.01511072871565
1517.8692308942277,941785.5737615124,-173.97337577922076
1668.9002554252531,1080970.1267706007,-164.04625744588748
1475.8241370991336,902830.4483672987,-198.7645029184703
1590.2922106922076,1008269.619797382,-164.11225873376617
1496.0465396965365,921317.9527598568,-189.05208652958143
1528.894663794661,951865.92766358,-173.7975851623376
1552.1486320486292,973006.0481606796,-169.15673249639244
1574.005774905772,993240.6654955496,-168.92615227994224
1496.8764459014428,922295.4525707586,-178.7818484018758
