Makespan,Energy,Reliability
1457.1516984266952,885322.6017966893,-188.44705860028859
1596.623199148196,1013911.6513747484,-153.63753016955272
1464.163963938961,892147.0235969817,-173.52459847402602
1565.44246321746,985352.2144663756,-158.56814361832616
1541.508660908658,963417.5297814803,-163.34189002525252
1481.6507965507935,908352.2263983598,-163.34357321428573
1458.974209249206,886950.3714311592,-188.5246980808081
1622.8690505190482,1038126.7705408533,-158.79268665945168
1567.6291515291489,987328.8686586993,-158.8025917279942
1527.8432568682538,950617.4990864225,-163.4646184126984
1505.136727286724,929689.6569605347,-163.53467356060608
1499.8910562910532,924995.8362276093,-163.55870760101018
1492.0993896243863,917608.4996262309,-183.66772573232325
1492.8690505190475,918543.1708032589,-183.56772246753246
1487.679115454112,913184.7765135361,-183.74391522005772
1492.8690505190475,918381.0847818302,-183.64860556277057
1472.9844906344872,899909.9561156537,-193.54329463564216
1679.3988124238094,1090287.4075086017,-158.8893146572872
1582.6746060746032,1001058.7887542689,-163.5819964177489
1533.9134228134194,956455.6599813716,-168.668954505772
1496.2505440255404,921216.118773886,-183.7444937554113
1512.3033939533907,936348.3630889585,-168.78042663059173
1499.8910562910532,925105.4065698748,-173.7799684199135
1481.4927878927851,907850.34637016,-188.7436662842712
1495.6053420053386,920931.0781666026,-188.50039841269844
1501.4927878927847,926259.9763315883,-173.58337181457432
1522.984129884127,945937.9381931903,-168.76432131673883
1479.94733334733,906334.83563841,-193.44536248196246
1477.9841298841268,904585.9793449542,-193.53742470418464
1477.9841298841268,904624.0425006937,-193.4474762914863
