Makespan,Energy,Reliability
726.9880981380951,209611.88976169666,-60.649667243867256
726.9880981380951,209617.59545284385,-55.628879094516606
742.0963232463201,223516.06513318297,-50.70720211038961
726.9880981380951,209590.30845909927,-60.65456664862914
732.2391803891774,214473.0989223099,-55.55604227994226
723.58658298658,206500.6717396584,-70.62602745310245
716.4541876041847,199901.78002391531,-80.61891931818185
719.1132785132754,202349.3496202284,-70.63528827561336
716.4541876041847,199890.99414421114,-90.64006322150072
713.565479090476,197242.7991767435,-100.61405216450214
731.7521674021643,213984.79049901266,-55.709282124819644
728.9325425825396,211415.27889991098,-60.6276997835498
727.4940505190474,210069.8978350985,-60.681580735930744
726.9880981380951,209613.24266361585,-65.6369080627706
734.7420663920633,216775.25259585973,-55.61763564213565
718.6271674021643,201893.85028140084,-85.61115001803759
721.1181486431456,204216.73055123488,-75.5931435786436
721.6691948191917,204700.2712672198,-70.64123488455996
719.3988124238093,202617.0721604412,-80.62610041486298
717.3771674021643,200764.0056297955,-100.60055167748916
715.8908759158728,199387.14022598235,-100.6465523268398
781.5753997253967,259940.15583899466,-55.66760191197692
716.2328672578642,199702.90241089585,-100.66778912337658
716.2328672578642,199699.39496698172,-115.62234720418468
752.3275642275612,232984.9796887746,-55.71373479437231
739.1114747614716,220789.2090699037,-65.65817251082252
727.3564242564212,209953.61941937346,-65.66849451659455
725.9166695666665,208623.13559189148,-80.64083504689762
718.6271674021643,201898.9781496151,-85.62142739898998
718.0337330587299,201362.51725718725,-100.63224839466089
