Makespan,Energy,Reliability
1527.958336233333,950634.9373337781,-174.01227958874458
1540.7817489317458,962504.8242185798,-168.8363011760462
1481.8145772145742,908156.0832597523,-213.80208719336204
1564.8833001582968,984605.1788440377,-168.51721896825393
1674.1987763487734,1085511.920455366,-159.10004654761906
1668.5815324815298,1080068.1607338001,-159.22900526334777
1491.993509393506,917428.9467692468,-183.6483086002886
1531.0815324815294,953451.4156292292,-179.0430144336219
1531.0815324815294,953366.2505130675,-179.09773665584416
1548.8048369548335,969820.7507069777,-169.00518251082255
1630.914865814863,1045702.1296422562,-168.8327165800866
1761.2092381092352,1165511.6671327897,-164.51405896825398
1516.0737763487732,939812.6947314151,-183.91314864718615
1503.6004718754689,928048.0630305423,-188.82107254689745
1496.0737763487732,921380.8404667219,-193.5080865223665
1519.4938701438673,942755.8860427104,-183.86869261904764
1611.777239552236,1027892.8145416278,-169.25591674603172
1558.8225138225107,979063.9946300294,-173.90368535353537
1553.9098153098123,974489.1088947523,-179.06665047258292
1585.8463232463205,1003993.1399281725,-173.88180571428566
1642.9246060746036,1056680.4870679455,-169.0887969949494
1496.932542582539,922138.8405845355,-208.60289928210668
1502.142499292496,926718.175939431,-198.76778504689747
1514.1150822650793,937960.2300472342,-193.67861834415572
1549.883300158297,970877.0040448459,-183.95517919913416
1528.2792236792204,950781.3454640774,-188.89570480880218
1545.4870158870124,966753.637232782,-188.67728568181815
1613.856965381962,1029814.5493499972,-173.9912183513709
1501.8145772145745,926529.1288166429,-213.8226886580086
1562.095240995238,982333.7032786052,-179.04195418831168
