Makespan,Energy,Reliability
1459.8914170414137,888158.529194164,-173.67103480519475
1498.8741010240979,924045.0174941678,-138.82641026695535
1461.4226219476186,889378.6354171617,-173.59260470057717
1435.593076493073,865872.8544611481,-178.56977170995665
1465.2460346460316,893062.0555383706,-153.59445794372297
1483.6847070847036,909811.5700380167,-148.77733831168834
1461.4226219476186,889443.8776396654,-163.58482386363633
1535.6441226691193,957824.4730382405,-148.63057143217898
1571.9996421496392,991463.1851674508,-148.59153077200583
1575.432181832179,994568.0795308058,-143.91337670995676
1458.2554141554108,886611.6019005745,-178.63091822510816
1452.9056666806632,881724.8439968767,-188.5435111688311
1455.0378816878786,883712.580660748,-183.50915251082247
1461.4226219476186,889274.7452424215,-178.62397288239526
1465.627167402164,893246.5878238826,-158.5857951551226
1471.2853564353532,898551.8955088645,-153.6014898989899
1469.0732352232321,896530.7720333452,-153.77041698773442
1489.1682929432895,915062.6049222735,-148.88090004329
1462.9056666806632,890909.4805041098,-163.69059918470413
1462.230522380519,890168.7593266135,-168.72457235930733
1586.5319293069258,1004790.7372226487,-143.95347715728718
1456.6807388307361,885185.4951151385,-188.60921196248188
1496.7781414281385,922142.8232126276,-148.90508806637803
1473.2247503747471,900358.6523726957,-153.6557636544011
1462.5842381092348,890452.332626177,-178.78857152236645
1487.3235959735928,913420.3914665198,-153.62735889249635
1463.4365108365078,891329.3885526273,-163.74811317821064
1462.9056666806632,891005.5937374792,-163.94587022005769
1458.2554141554108,886594.4111792721,-183.70677747113993
1458.2554141554108,886633.8195656538,-183.55971195526692
