Makespan,Energy,Reliability
1405.099209249206,837500.7010047954,-158.19115866522364
1403.2290793790762,835939.9881041136,-158.34223739898982
1418.502167402164,849805.9303294128,-148.28969577200576
1453.837665237662,882438.3449311625,-148.2798648881674
1405.099209249206,837513.2713875552,-158.0350871176046
1472.012268412265,899053.28105762,-148.1333654040404
1395.0523117023085,828049.3712808453,-187.98528137806628
1557.1908398408366,977747.8437570682,-143.14788173520918
1462.290046190043,890275.0143798423,-148.15697382756133
1403.2290793790762,835944.2605326851,-163.35979097041835
1431.3118715868684,861744.2147684426,-148.33189454184705
1434.9491370991336,865008.0821388499,-148.30884115079357
1408.3221529721498,840460.1238308164,-163.14179822871571
1414.0757604757573,845662.2137400804,-162.99443107864352
1408.3221529721498,840493.7390978726,-163.00514358585855
1408.3221529721498,840435.9831653005,-163.27611529220772
1586.3778889028858,1004399.36453718,-143.65283701659448
1564.1388917888885,983957.401204016,-143.77557299062045
1505.2294401294369,929552.6478697339,-148.2320415007215
1492.012268412265,917562.375928915,-148.30868381673878
1405.099209249206,837599.8502699541,-168.25910017316016
1432.748559898557,863001.1597254162,-158.26485784992784
1441.8935815435784,871414.3595256035,-148.34286731601736
1413.9305584555552,845840.2506615738,-163.1295026082251
1413.9305584555552,845746.6747287781,-168.01829858585856
1409.6215757715727,841671.1592572235,-168.22751505411253
1495.6111140111104,920699.9142857257,-148.33980992063488
1408.3221529721498,840641.0779468409,-168.38163275613272
1560.9841298841266,981249.872825102,-148.47412712121206
1494.849209249206,920167.5917827715,-148.59403798340549
