Makespan,Energy,Reliability
740.3235959735929,221904.53023708265,-50.63536836219337
763.5140721640691,243244.33939416424,-40.74059273088023
731.5050534050503,213749.38115161366,-55.66045845959593
751.8474054974025,232531.94977579126,-45.637862770562755
731.5050534050503,213732.10702174355,-55.66765386002885
725.0845988595958,207832.79168871327,-70.61157344877348
730.1161645161615,212477.03161057475,-60.60397427849927
738.7272756272725,220392.54057153428,-50.65610409451657
723.1401544151513,206030.57724727027,-85.6426941378066
732.2391803891774,214435.40828045926,-55.602740656565665
727.5151544151513,210062.20808554228,-60.6468106060606
727.6464675464645,210209.75276230637,-60.61625593434343
741.4127013126982,222892.66353664256,-50.647818524531026
732.2283578783548,214433.9729095033,-55.66879134199133
725.0845988595958,207840.68887442755,-75.59952285353538
725.0845988595958,207836.71533958268,-80.60559765512268
725.0845988595958,207851.85275821542,-75.58219071067825
725.8502915002884,208540.38340488213,-70.61451571067826
739.1071457571427,220754.94561824432,-50.704280122655135
735.8670663920633,217760.65840595352,-55.64489065656565
738.9902626402596,220651.56878320102,-55.62079527417026
735.6103925103894,217555.3164222414,-55.666519913419926
735.6717200717169,217586.24367351842,-55.66168345959594
727.5151544151513,210079.77137605814,-65.61438093434344
732.2283578783548,214424.67760413897,-60.61881138167388
732.2283578783548,214420.76196019957,-60.62687804834055
727.6464675464645,210210.01772758775,-60.647571464646454
749.6093102593072,230457.97241150186,-50.656360046897554
725.0845988595958,207838.09867208268,-85.60077265512268
739.3979105479075,221054.31760513462,-60.653190891053406
