Makespan,Energy,Reliability
1552.2283578783545,972816.0068020462,-173.65760510822503
1566.1432207932178,985729.6435907877,-163.54470066738813
1446.5735959735925,875704.087673453,-223.45409554112538
1454.417571442568,882941.0426724142,-193.28119569624806
1495.7593824093792,920763.3127464982,-183.70645338023087
1452.542571442568,881379.4209046762,-213.51552081529573
1515.0292236792204,938428.741788457,-178.78293718253965
1491.2460346460316,917176.4955037746,-188.4751909054833
1454.417571442568,882935.3361395571,-213.14911385642128
1434.417571442568,864598.1566092938,-228.43272024531012
1506.0757604757573,930567.329558006,-183.3960228715728
1442.6847070847036,872272.8272930527,-228.27221580808066
1555.097225122222,975630.4091435509,-178.696852005772
1645.6760490760464,1059353.1015289554,-178.59964690836938
1467.6230187730157,895117.039606473,-198.39601786435782
1457.6230187730157,886101.0400907081,-208.28726953823949
1484.678574328571,911093.6538145716,-193.31110351370842
1497.3445194945164,922602.9274793769,-188.27541791125532
1453.3427157427127,882211.7809548748,-213.58879518759014
1495.7593824093792,920765.4638677896,-188.48446666666666
1541.119772019769,962625.3866499542,-183.63217017316
1451.397008672005,880294.401802508,-228.44741105699845
1447.6230187730157,876853.3970221548,-233.34752105699843
1447.6230187730157,876716.7250366424,-233.41372232683977
1447.6230187730157,876704.1441791136,-243.36726986652226
1741.9127013126986,1148166.3820138902,-178.65049089826832
1451.397008672005,880326.1993813248,-228.60603327922064
1647.5173189173156,1060673.2481682117,-178.8456708802309
1543.2637114137085,965013.2649364768,-183.75119708152948
1488.022008672005,913974.7523856501,-193.54999898629143
