Makespan,Energy,Reliability
1623.930558455555,1039075.0543969524,-174.10279785714283
1496.3730187730152,921541.2513695137,-178.4510046717171
1475.3679682679654,902356.9767137674,-193.3178419047618
1448.9875571125535,878305.9156748524,-197.97053610389605
1487.2615469115435,913103.5166275299,-188.44810624458862
1390.1821818321787,824139.434609698,-217.86864966810958
1478.900796550793,905651.5143442686,-193.12144125541104
1560.7543319043286,980934.6390338935,-178.8494553607503
1610.5014459014428,1026673.3129516352,-178.79639323953816
1543.8928600428565,965283.6240760287,-183.86161072510814
1460.398271298268,888453.303956123,-208.12972913780646
1460.398271298268,888584.1885742904,-203.1724973124097
1456.6067850067811,884866.5899749248,-208.6362783838383
1516.5948802448772,940160.3849698353,-188.7913567207791
1519.6845267095234,943200.4482795788,-188.6258958008657
1428.0234516734486,858746.4747929916,-217.9465104365077
1454.9866551366517,883559.8237361948,-217.94515317460295
1484.803935078932,911011.4547361049,-193.46056782828265
1494.8970086720058,920391.0235592438,-193.20222334776312
1479.5512294512264,906184.6735886158,-198.4456688888888
1737.0093824093797,1143443.5719684574,-178.9293312265512
1431.208877358874,861661.8657150731,-228.2128682395381
1619.120673895671,1034798.2968884428,-188.54400232683972
1504.7292597542562,929548.920894391,-193.20807405483396
1473.0990288740259,900045.8295545108,-208.7046958477632
1436.0265180515148,866361.1610827679,-218.06017265512256
1484.8416334916305,911113.8853183779,-203.1541215331889
1486.3730187730152,912205.634665899,-193.65156615440102
1431.208877358874,861764.6202688644,-218.1781371861471
1503.594880244877,928402.7088813212,-193.41522040764772
